DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo,LOSS_CIRCULATION
10/01/2014,C3,"nipple down diverter system, bop, riser adapter and riser. hold debrief.  ===rig release from at-24-d to at-24-k at 11:00 hrs on 22 january 2014.=== ===total day on well 11.36 days/12.15 days afe.===  =====offline operation on at-24-d ====== 12:00 - 14:15 hrs install cement adapter. retrieve bpv. r/u cement head & lines. 14:15 - 16:15 hrs circulate bottom up (700 lpm, 3000 psi) no losses. max gas 1.68% 16:15 - 17:15 hrs rig pump 180 bbls of 1.70 sg mudpush wht spacer.  17:15 - 18:15 hrs cement unit flush and pressure test line to 6500 psi. pump 203 bbls of 1.90 sg cement. (6.4"" hole size, no excess) 18:15 - 18:30 hrs cement unit flush line with sea water until clean sea water appear. 18:30 - 19:30 hrs drop wiper plug. displace cement with 5 bbl brine + 63.7 bbls base oil + 5 bbls brine until bump plug@ 5800 psi/10 min. cip 19:15 hrs. bleed pressure, no backflow.  note: -  42 bbls of contaminated spacer. no losses while displacing cement.           - estimate toc from vol.calulation @ 1872 m.           - cycle dhsv 10 times after cement wiper plug pass dhsv.",0.0
10/01/2014,C2,"hold pjsm. r/u cement head and line. circulate bottom up (1250 lpm, 230-350 psi).  00:00 - 06:00 hrs operation  =========================== 00:00 - 01:30 hrs circulate bottom up prior to cement job (1250 lpm, 230 psi). max gas 3.12% 01:30 - 01:45 hrs cement unit flush and p/t line to 4500 psi/10 min, ok. cement unit pump 15 bbl of sw spacer. 01:45 - 03:30 hrs mix and pump 496 bbl of 1.50 sg lead slurry followed by 100 bbl of 1.90 sg tail slurry, 7 bpm. use 14.5"" hole size for cement calculation without excess. 03:30 - 05:15 hrs drop top plug. cement unit pump 20 bbls of 1.12 sg wbm. switch to rig pump and continue displace with 525.6 bbl of 1.12 sg wbm, 7 bpm. bump plug to 4000 psi/10 min. cip 04:55 hrs. loss 20 bbls during cement job. estimate toc 753 m from volumetric calculation. 05:15 - 06:00 hrs r/d cement head and line. l/d 9-5/8"" landing joint.",3.1797459999999997
10/01/2014,C2,"hold pjsm. rig up cement head and line. circulate and condition mud prior to cement job (200-250 lpm, 550-650 psi).   00:00 - 06:00 hrs operation =============================== 00:00 - 02:00 hrs circulate and condition mud prior to cement job (200-250 lpm, 450-550 psi). total loss while circulating 177 bbls 02:00 - 03:00 hrs rig pump 158 bbls of 1.50 sg mudpush wht spacer. line up to cement unit, flush line and pressure test line to 4500 psi, ok. 03:00 - 04:15 hrs drop bottom plug. cement unit mix and pump 116 bbls of 1.68 sg lead slurry and 46.1 bbls of 1.80 sg tail slurry at 4 bpm. use 9.06"" hole size for cement calculation without excess. loss 71 bbls while pumping cement. 04:15 - 06:00 hrs drop top plug. cement unit displace with 20 bbls of 1.43 sg sdf. switch to rig pump and displace with 375.5 bbls of 1.43 sg sbm. bump plug and pressure test casing to 4000 psi/ 5 min. bleed off pressure, float holding. cip 05:50 hrs. note: - total loss during displace cement: 250 bbls (loss 113 bbls after cement exit shoe)          - expect toc from volumetric calculation 2770 m (9-5/8"" shoe at 2272 m)          - change saver sub from 4-1/2"" if to xt39 while cementing.          - change out casing bails with drilling bails",11.2880983
10/01/2014,C1,"run in hole 7"" 29 ppf, t95, tpcq casing to 3180 m. avg running speed 23 jts/hr. fill casing every joint. loss 10 bbls when rih.",1.5898729999999999
11/01/2014,C1,"pick up and make up 7"" casing hanger and landing joint. rih and land casing hanger on wellhead. hold debrief note: - pu wt 260 klbs, so wt 215 klbs, f/s @ 2598.9 m, f/c @ 2574.9 m. - total run 202 jts 7"" 29 ppf, t95, tpcq casing + 1f/s jt + 1 intermediate jt + 1 f/c jt  00:00 - 06:00 hrs operation ============================== 00:00 - 02:45 hrs hold pjsm. rig up cement head and line. circulate and condition mud prior to cement job (600 lpm, 300 psi)  note: - observe loss rate 72 bbls/hr at 4 bpm, loss 48 bbls.           - no loss at 4.5 bpm after circulate first bottom up 02:45 - 03:45 hrs rig pump 158 bbls of 1.50 sg mudpush wht spacer. line up to cement unit, flush line and pressure test line to 4500 psi, ok 03:45 - 04:45 hrs drop bottom plug. cement unit mix and pump 96 bbls of 1.68 sg lead slurry and 61bbls of 1.80 sg tail slurry. use 8.92"" hole size and 700m inside 9-5/8"" casing for cement calculation without excess. 04:45 - 06:00 hrs drop top plug. cement unit displace with 20 bbls of 1.43 sg sdf. line up to rig pump and displace with 298 bbls of 1.43 sg sbm, in progress.",7.6313904
11/01/2014,F1,drill 6 1/8” hole (mwd/pwd) from 3096 m to well plan td at 3333 mmd/2856 mtvd with 1.40 sg sdf. no losses. well path at 3333 m: 73.43 m below and 27.68 right to proposal line. gas peak: 36.04%@3205 mmd/2740 mtvd.,0.0
11/01/2014,C2,"r/u cement head and surface line. circ hole until temp is stable @ 65?c and gas down, stage up flow rate to 1500 lpm, 675 psi, no losses, max gas 6%.",0.0
11/01/2014,C2,"drop top plug (nr). cement unit displace cement with 1.6 m3 1.03 sg sw, rig cont to displace with 69.2 m3 (1385 reducing to 500 lpm) of 1.40 sg sdf. cement unit final displace with 1.6 m3 sw. bump plug with final pressure 280 psi (calc dif press 300 psi). cip @ 18:20 hrs. pressure test casing to 4000 psi/10 mins_ok. bleed off pressure- float holding. note: • observe bottom plug shear when rig displace 14.6 m3.          • observe return flow start to drop (from 40%) after rig displace 17.6 m3           • observe return flow at slight return (<0.5%) after rig displace 23.6 m3 (40% return).          • total losses during cement job 46.9 m3 .est toc by vol at 1645 m, by diff press at 755 m (plan toc @ 309 m).",0.0
11/01/2014,C2,"drop bottom plug (nr). mix and pump 46.5 m3 1.50 sg lead slurry at 800 lpm and 9.5 m3 1.90 sg tail slurry at 500 lpm (used 12.68"" hole size for calculation). no losses.",0.0
11/01/2014,FN1,"circulate 1.3xbottom up (2500 lpm, 2800 psi)  - no loss. dump contaminated spacer.",0.0
11/01/2014,FN1,"cont to drill 8 1/2"" directional hole (motor/mwd/lwd) from 1918 m to 2081 mmd/1894.51 mtvd with 1.6 sg sdf. bhct 100?c. no losses. well path at 2081 m: 0.2 m above and 0.35 m right to planned well trajectory. gas peak: max 6.72% @ 1954 mmd/1802.5 mtvd, bg 0.8%. overall bg 0.8-1%. drilling parameters : rotate: wob 18-20 klbs, 2200 lpm, spp 3200/3650 psi, 100 rpm, 12/17 kft-lbs (off/on). slide: wob 4-5 klbs, 2200 lpm, spp 3200/3400 psi (off/on). rotate: 117.5 m/3.42 hrs. avg rop 34.36 m/hr. slide: 55.5 m/3.07 hrs. avg rop 18.08 m/hr. p/u 209 klbs, s/o 157 klbs, rot 176 klbs. formation: top fm2c @ 1970 mmd/1813 mtvd (50-80% clyst, 10-30% sst, 0-5% coal). note: - add 2 sacks of g seal hrg and 2 sacks of g seal plus every hour. - backream full stand every stand. - mw 1.40 sg from 9-5/8"" casing shoe. - increase mw to 1.50 sg from 1840 mtvd - increase mw to 1.60 sg from 1890 mtvd  ===00:00 - 06:00 operations=== 00:00 - 06:00 cont drilling 8-1/2"" directional hole (motor/mwd/lwd) from 2081 m to 2240 mmd/2013 mtvd with 1.75 sg sdf. - increase mw to 1.75 sg  from 1980 mtvd. - well path at 2240 m: 0.9 m above and 1.3 m right to the plan.",0.0
11/01/2014,F1,"cont drillingl 8-1/2"" directional hole from 2284 m to 2336 mmd/2074.68 mtvd w/ 1.70-1.75 sg sdf. no losses. bhct 103?c. bg 2.5%. gas peak: 42.36% @2308 mmd/2060 mtvd. drilling parameters :  rotate: wob 15-20 klbs, 2225 lpm, spp 3500/3800 psi (off/on btm), 100 rpm, 12-13/14-18 kft-lbs (off/on btm).  slide: wob 15-20 klbs, 2200 lpm, spp 3500/3500 psi (off/on bttm). rotate: 143.5 m/5.1 hrs. avg rop 28.14 m/hr. slide: 24.5 m/ 1.63 hrs. avg rop 15.03 m/hr.  p/u 220 klbs, s/o 144 klbs, r/t 173 klbs. formation:  • fm2d (60-90% clyst, 5-30% sst, 0-10% coal).                   • top of fm2c @ 1970 m/1811 mtvd (70-90% clyst, 10-30% sst). note: • add 2 sacks of g seal hrg and 2 sacks of g seal plus every 1 hr.          • well path: 4.2 m below and 0.8 m right from planned well trajectory.",0.0
11/01/2014,G5,"pooh srft from 1942 m to surface with 6700 m/hr.  === 00:00 - 06:00 operations === 00:00 - 00:30 hrs l/d srft. bhst from head thermometer = 134.4?c @ 1996.1 mmd/1792.4 mtvd, 16 hrs 30 mins after eoc. monitor well, no gain/loss. 00:30 - 01:00 hrs r/d tds secured lines (service drawwork while logging). clean and clear rig floor. 01:00 - 01:30 hrs retrieve wearbushing. 01:30 - 02:15 hrs function bop. jet wash bop and well head profile (260 lpm, 500 psi, 10 rpm). 02:15 - 02:30 hrs r/u 7"" casing handling equipment (bx-elevator with 7"" insert). 02:30 - 06:00 hrs p/u shoe track, fill at surface & check float - ok. hold pjsm. rih 7"" casing (29 ppf tpcq t95 r3) to 630 mmd, speed 19 jts/hr. no losses.",0.0
11/01/2014,G6,"remove radioactive source. l/d slimxtreme. bhst (thermometer) 173.9?c @ 2860.3 mtmd (2421.8 mtvd-msl), 12 hrs 15 min after eoc. monitor well, no gain/loss. average hole size from one arm caliper = 8.66''",0.0
11/01/2014,F1,"cont drilling 8 1/2"" directional hole (motor/mwd/lwd) from 2932 m to section td at 2974 mmd/2546.07 mtvd with 1.75 sg sdf. bhct 134?c. no losses. well path at td: 4.5 m above and 9.17 m left to the proposal line.  gas peak: max 9.01%@ 2959 mmd/ 2535.1 mtvd, bg 1.0%. overall bg 0.5-1.0%. rotate: wob 15 klbs, 2000 lpm, spp 3600/4000 psi, 80 rpm, 15/19 kft-lbs (off/on). slide: wob 10 klbs, 2000 lpm, spp 3600/3800 psi (off/on). rotate: 35.5 m/1.94 hrs. avg rop 18.30 m/hr. slide: 6.5 m/0.17 hrs. avg rop 38.23 m/hr. p/u 264 klbs, s/o 163 klbs, rot 201 klbs. formation: top fm2a @ 2700 mmd/2346 mtvd (40-90% clyst, 5-60% sst, 5-10% coal). note: - add 2 sacks of g seal hrg and 2 sacks of g seal plus every hour.          - backream every stand and anytime when encounter the fluctuated torque and pressure.           - at 2974 m, mud cooler temp in 62?c, temp out 47?c, flow line temp 83?c          - from correlation, based on sand 19-35: bk-s9-n is deeper than bk-del-26 ~ 37 mtvd          - avg hole size from carbide: 8.57"" at 1st, and 8.96"" at peak.",0.0
11/01/2014,C3,"m/u hanger assembly and landing string. wash down last landing joint with 200 lpm, 700 psi - observed loss rate 11.1 m3/hr (little flow return). land 7"" casing hanger with landing weight 95 klbs. float collar@2934 m, float shoe @ 2970 m(2543.33 mtvd). total run: 232 jts of 7"" casing, 29#, tpcq, t95, r3 + 2 p/j + 1 float shoe assy. + 1 float collar assy + 2 intermediate jt",0.0
11/01/2014,C1,"install water bushing. establish circulation to observe losses - 200 lpm 480 psi, loss rate 11 m3/hr and 300 lpm, 580 psi, loss rate 17.5 m3/hr (negligible flow return).",0.0
11/01/2014,C1A,"hold pjsm. r/u fill up tool, wft 500 tons elevators and long bails. break circulation with 300 lpm, 460 psi - observed fluctuated flow return. increase flow rate to 600 lpm, 518 psi - observed loss rate 20.7 m3/hr. reduce flow rate to 400 lpm, 405 psi - loss rate 19 m3/hr. max gas 5.8%. total losses 11.7 m3.",0.0
11/01/2014,G5,"l/d srft. bhst from head thermometer = 134.4?c @ 1996.1 mmd/1792.4 mtvd, 16 hrs 30 mins after eoc. monitor well, no gain/loss.",0.0
11/01/2014,C1,"cont rih 7” casing from 1898 m to 2940 m, control running speed 2 min/jt to minimize surging effect. note:  - observed continuously constant flow return while running in hole (ballooning)           - net loss rate while running in 0.5m3/ 10 jts. total losses 7 m3.",0.0
11/01/2014,C1,"p/u shoe track, fill at surface & check float - ok. hold pjsm. rih 7"" casing (29 ppf tpcq t95 r3) to 1898 mmd, speed 19 jts/hr. no losses.",0.0
11/01/2014,C2,"rig pump 1.59 m3 of base oil ahead and 1.78 sg ht-mcs-gs spacer (200 lpm, 415 psi). (no return).   === 00:00 - 06:00 operations === 00:00 - 00:30 cont pumping 1.78 sg ht-mcs-gs spacer (total 160 bbl, 200 lpm, 415 psi). (no return).  00:30 - 00:45 line up to cement unit, pump 0.8 m3 of sw. pressure test line to 5000 psi.  00:45 - 02:00 drop bottom plug. mix and pump 28.96 m3 of 1.90 sg single slurry with 318 lpm (used 9""hole size and 5% excess for calculation). no return. 02:00 - 06:00 drop top plug. cement unit displace cement with 1.6 m3 of 1.78 sg sdf. rig cont to displace with 55.2 m3 of 1.78 sg sdf (159 - 318 lpm). total displace 56.8 m3, bump plug with 159 lpm, 700 psi (actual/calc diff press 115/233 psi). cip at 05:34 hrs. cont to pump 1 m3 liter to pressure test casing 4700 psi, hold for 10 mins- ok. bleed off pressure - float holding. bleed off volume 1 m3. total losses 52.5 m3. note:  - observed bottom plug shear after displace 24.5 m3 and pressure start increasing from 150 psi at 318 lpm to 800 psi at 318 lpm - indicated cement rising in annulus.           - planned toc 1203 m, est toc 1998.6 m by pressure.",0.0
11/01/2014,F1,"cont to drill 12 1/4"" directional hole from 1267 m to 1760 mmd/1652 mtvd w/ 1.30-1.35 sg sdf. bhct 95?c. no losses.  well path at midnight : 3.2 m below and 1.3 m right from planned well trajectory. drilling parameters : rotate: wob 10-20 klbs, 3520 lpm, spp 3600/3800 psi (off/on btm), 80 rpm, 10-12/13-16 kft-lbs (off/on btm). slide: wob 10-15 klbs, 3520 lpm, spp 3300/3500 psi (off/on bttm). rotate: 282 m/ 3.98 hrs. avg rop 70.9 m/hr. slide: 211 m/ 11.48 hrs. avg rop 18.4 m/hr. p/u 195 klbs, s/o 158 klbs, rot 174 klbs. gas peak : 5.7 % @ 1720 mmd/ 1624 mtvd, bg 0.8%. formation: fm2e (70-100% clyst, 0-30% sst).  top of fm2d @ 1500 mmd/1452 mtvd (60-90% clyst, 10-30% sst, 0-10%coal). note:  - add 1 sacks of g seal hrg and 1 sacks of g seal plus every 1 hrs.             - start increase mw to 1.35 sg at 1600 mtvd.           - from 1575 m,observe mwd show high slip/stick value in rotary mode, control wob at 12-15 klbs and pick up off bottom at times. === 00:00 - 06:00 hrs operation=== 00:00 - 04:15 hrs cont to drill 12 1/4"" directional hole from 1760 m to 1842 mmd/1716 mtvd w/ 1.35-1.40 sg sdf. bhct 97?c. no losses.  well path : 4.4 m below and 0.3 m right from planned well trajectory. note:  - add 1 sacks of g seal hrg and 1 sacks of g seal plus every 1 hrs.             - start increase mw to 1.40 sg at 1680 mtvd. 04:15 - 06:00 hrs. observe rotary hose burst. stop pumping. pull back to 1833 m. make up circulating sub and circulate hole/ rotate string with rotary table. meanwhile change out rotary hose to backup - in progress.",0.0
11/01/2014,F2C,"m/u 12-1/4"" bha (motor/mwd) rih on 5""hwdp to 206 m. shallow test mwd (2900 lpm, 1020 psi). === 00:00 - 06:00 hrs operation=== 00:00 - 00:45 hrs. cont to rih 12-1/4"" bha from 206 m to 476 m. confirm cement sample hard. wash down to tag toc at 481 m (600 lpm, 300 psi, 10 klbs). 00:45 - 01:15 hrs. line up to cement unit. p/ test line to 2000 psi. perform 13 3/8"" casing pressure test to 1000 psi - ok. 01:15 - 01:45 hrs. perform choke drill. 01:45 - 02:45 hrs. drill out cement, shoe and clean out rathole to 512 m (2000 lpm, 60 rpm, 950 psi, 8-10 kft-lbs). cont to drill 5 m new formation to 517 m. 02:45 - 04:00 hrs. circ condition mud prior to fit (2000-3000 lpm, 950-1850 psi, 20 rpm). observe a lot of cutting at shaker. note: - fit sample 80% clyst, 20% cement. 04:00  04:45 hrs. space out for fit. line up to cement unit. cement unit flush & test surface line 500 psi. perform fit to 1.55 sg emw. (pressure 177 psi, shoe 499 mtvd, 1.30 sg sdf). total volume pump/return = 79/79 ltrs. 04:45 - 06:00 hrs. drill 12 1/4"" directional hole from 517 m to 560 mmd/548 mtvd w/ 1.30 sg sdf. bhct 47?c. no losses.",0.0
11/01/2014,F1,"cont drilling 8 1/2"" directional hole (motor/mwd/lwd) from 2544 m to 2932 mmd/2515 mtvd with 1.75 sg sdf. bhct 131?c. no losses. well path: 6.22 m above and 8.07 m left to the proposal line.  gas peak: max 45.07%@2664 mmd/2521 mtvd, bg 1%. overall bg 0.8-1%. rotate: wob 15-18 klbs, 2000 lpm, spp 3600/3950 psi, 80 rpm, 15/19 kft-lbs (off/on). slide: wob 15 klbs, 2000 lpm, spp 3600/3900 psi (off/on). rotate: 354.5 m/15.27 hrs. avg rop 23.22 m/hr. slide: 33.5 m/1.77 hrs. avg rop 21.53 m/hr. p/u 264 klbs, s/o 163 klbs, rot 201 klbs. formation: top fm2a @ 2700 mmd/2346 mtvd (40-90% clyst, 5-60% sst, 5-10% coal). note: - add 2 sacks of g seal hrg and 2 sacks of g seal plus every hour.          - backream every stand and anytime when encounter the fluctuated torque and pressure.           - at 2932 m, mud cooler temp in 63?c, temp out 55?c, flow line temp 89?c          - from correlation, based on sand 19-35: bk-s9-n is deeper than bk-del-26 ~ 37 mtvd === 00:00 - 06:00 operations === 00:00 - 02:45 cont drilling 8 1/2"" directional hole (motor/mwd/lwd) from 2932 m to section td at 2974 mmd/2546.07 mtvd with 1.75 sg sdf. bhct 134?c. no losses. well path at td: 4.5 m above and 9.17 m left to the proposal line. gas peak: max %@2270 mmd/ mtvd, bg 0.5%. overall bg 1-1.5%. note:  - avg hole size from carbide: 8.57"" at 1st, and 8.96"" at peak. 02:45 - 05:00 circ bottom up (2150 lpm, 3950 psi). geologist confirm td, formation 2a sample 90% clyst, 10% sst. perform pump off test 15 min. take td survey. pump 3.2/8 m3 of lo-vis/hi-den pill and circulate hole clean (2150 lpm, 3950 psi). note: - observe 10 % cutting increase at shaker when pill on surface.          - pump off gas 2.47%. back ground 0.5%.          - avg hole size from lo-vis/hi-den pill: 8.99"" 05:00 - 06:00 circulate and increase mud weight to 1.78 sg in progress.",0.0
11/01/2014,C2,"cont pumping 1.78 sg ht-mcs-gs spacer (total 25.4 m3, 200 lpm, 415 psi). (no return, total losses 25.4 m3).",0.0
11/01/2014,F1,"drill 6 1/8” hole (mwd/ pwd) from 2980 m to 3096 mmd/2546 mtvd with 1.4 sg sdf. no losses. bhct 155?c. ecd (pwd) 1.55-1.58 sg. bg 0.5%. gas peak: 9.21%@3069 mmd/2620 mtvd. formation: fm2a 40-90% clyst, 5-60% sst, 5-10% coal well path at 3096 m: 11 m below and 7.4 m left to proposal line drilling parameters : rotate: wob 14-15 klbs, 1100 lpm, spp 2950 psi, 200 rpm, 7-8/9-10 kft-lbs (off/on btm). rotate: 122 m/3.28 hrs. avg rop 37.19 m/hr. p/u 196 klbs, s/o 139 klbs, r/t 166 klbs. note: - add 1 sacks of g seal hrg and 1 sacks of g seal plus every 1 hrs.         - observe intermittent real time mwd signal. adjust parameter - no improvement.          - bha rotary tendency: 1.5?/stand dropping and 1 ?/stand walking right  === 00:00 - 06:00 operations === 00:00 - 06:00 drill 6 1/8” hole (mwd/ pwd) from 3102 m to 3290 mmd/2815 mtvd with 1.40 sg sdf. note: - well path: 58 m below and 17m left to proposal line          - observe intermittent real time mwd signal. troubleshoot problem - neg.           - bha rotary tendency: 1.5deg/stand dropping and 1 deg/stand walking right          - at 3285 m, mud cooler temp in 41?c, temp out 37?c, flow line temp 58?c",0.0
11/01/2014,C2,"drop top plug. cement unit displace cement with 1.6 m3 of 1.78 sg sdf. rig cont to displace with 55.2 m3 of 1.78 sg sdf (159 - 475 lpm). increasing in flow return after displace 43.6 m3. total displace 56.8 m3, bump plug with 159 lpm, 700 psi (actual/calc diff press 115/233 psi). cip at 05:34 hrs. cont to pump 1 m3 liter to pressure test casing 4700 psi, hold for 10 mins- ok. no ballooning effect. bleed off pressure - float holding. bleed off volume 1 m3. total losses 52.5 m3. note:  - observed bottom plug shear after displace 24.5 m3 and pressure start increasing from             150 psi at 318 lpm to 800 psi at 318 lpm - indicated cement rising in annulus.           - planned toc 1203 m, est toc 1998.6 m (95 m below 9-5/8"" shoe) by differential              pressure.",0.0
